feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
T410	X1	male	-0.00700069639889071	0.00359862345608885	107	4	0.0544817821272349	0.527737046335162
T132	E1	CRC	0.0133008799725645	0.00687267027312341	107	69	0.0557190253803852	0.536131370384365
T141	E1	CRC	0.0154766302506161	0.00800446484317331	107	21	0.0559467445657792	0.536131370384365
T179	X3	X3	-0.00352210255647318	0.00183838888458459	107	20	0.0581824045044045	0.543035775374442
T200	X2	X2	-0.000297789430426594	0.000154783265096599	107	34	0.0571529309224159	0.543035775374442
T358	X3	X3	-0.000265335419199436	0.00013812808981523	107	6	0.0575316337513524	0.543035775374442
T386	E1	CRC	0.000829210883120119	0.0004325840021198	107	5	0.0580517776379784	0.543035775374442
T413	X1	male	-0.0074419292663436	0.00388085945088877	107	5	0.0579592339742624	0.543035775374442
T2	X1	male	-0.0238301553077782	0.0124697105335641	107	104	0.0588064384061927	0.544489319866736
T18	X2	X2	-0.00185310811579482	0.000988955039151397	107	102	0.0638197073962093	0.544489319866736
T26	E1	CRC	-0.056822997798036	0.0298900254500964	107	106	0.0601155603991127	0.544489319866736
T30	E1	CRC	0.027144883057255	0.0143818862949738	107	96	0.0619445271475337	0.544489319866736
T35	X1	male	0.060426017383346	0.0321717697515483	107	102	0.0632055811700497	0.544489319866736
T43	X1	male	-0.0134461687039084	0.00705813944877937	107	38	0.0595890101538426	0.544489319866736
T63	X3	X3	-0.000568831377073144	0.000303030181983613	107	53	0.0633558853173689	0.544489319866736
T83	X2	X2	0.000468637690005007	0.000249891208248103	107	56	0.0636023566280242	0.544489319866736
T137	X1	male	-0.0026400941574062	0.00139519562753394	107	9	0.0612899802820124	0.544489319866736
T164	E1	CRC	-0.00135371268338873	0.000720231217486177	107	3	0.0630231683040349	0.544489319866736
T175	X2	X2	0.000109410161303606	5.84544795671866e-05	107	22	0.0641111866584159	0.544489319866736
T189	E1	CRC	0.00416085791710607	0.00221929030347468	107	46	0.0636728319875164	0.544489319866736
T193	X1	male	-0.00283738863916825	0.0014966306317165	107	21	0.0608101254751886	0.544489319866736
T211	X1	male	0.00140800831601514	0.000750976165368231	107	26	0.0636666529131801	0.544489319866736
T255	E1	CRC	0.00196531288393987	0.00104820784434359	107	8	0.0636635146433345	0.544489319866736
T264	X3	X3	-0.000162135632275788	8.52994156548555e-05	107	12	0.0601535161993343	0.544489319866736
T333	E1	CRC	0.00143516398885198	0.00076117235432272	107	3	0.0622126779145915	0.544489319866736
T395	X2	X2	0.000187712043265398	9.99345340626839e-05	107	2	0.0631891348205753	0.544489319866736
T451	X3	X3	1.53034779483355e-05	8.06990195906243e-06	107	1	0.0607414322131358	0.544489319866736
T115	X1	male	-0.0236246080212067	0.0127313240579101	107	83	0.0663938298669626	0.554196180698554
T158	X1	male	-0.0122137352895284	0.00659688857096366	107	42	0.0669993534703934	0.554196180698554
T227	E1	CRC	-0.00146541029639392	0.000790862448637154	107	10	0.0667837573258735	0.554196180698554
T257	X1	male	-0.000900067626747723	0.000484366223432346	107	7	0.0660190394926543	0.554196180698554
T351	X1	male	-0.0126886991563924	0.0068375927350642	107	7	0.0663797848306155	0.554196180698554
T369	X1	male	-0.000500628827235882	0.000270510933477883	107	4	0.0671096937564655	0.554196180698554
T410	E1	CRC	0.00636617048858812	0.00344414642352001	107	4	0.0674409796447449	0.554377227171481
T40	E1	CRC	0.00471917308945105	0.00257835434660641	107	3	0.0701245547305582	0.556031867598054
T59	E1	CRC	0.036323107243029	0.019751607858136	107	95	0.0688250528850922	0.556031867598054
T84	X2	X2	0.00129763994408737	0.000706719196410925	107	39	0.0692487569312484	0.556031867598054
