feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
T125	E1	CRC	-0.00968276867508707	0.00457917951319573	157	51	0.0361467491826658	0.491806864791891
T23	E1	CRC	-0.0225288393184722	0.0107598552718367	157	54	0.0379841456054328	0.498608784567089
T212	E1	CRC	-0.00128392589836785	0.000612968577024105	157	44	0.0379102848403726	0.498608784567089
T234	E1	CRC	-0.001139923087481	0.000544253736541233	157	9	0.0379223227195308	0.498608784567089
T242	E1	CRC	0.00354580898992015	0.00168706560638964	157	9	0.0372681606867653	0.498608784567089
T256	X3	X3	0.000115338542969697	5.50424184325741e-05	157	13	0.037833974258838	0.498608784567089
T260	X3	X3	0.00068906759365148	0.000330025499108871	157	38	0.0385181541756113	0.502082792890486
T9	X2	X2	-0.00104268676452706	0.000514939963921212	157	124	0.0446787115748583	0.503268321234713
T14	X2	X2	-0.000812498103772775	0.000404384475395474	157	144	0.0463317279152685	0.503268321234713
T25	E1	CRC	-0.00812061279580587	0.00406067966269283	157	78	0.0473500810557112	0.503268321234713
T32	X3	X3	0.00277852968082736	0.00138792466917493	157	132	0.0471194435943044	0.503268321234713
T45	X3	X3	-0.000907326078622559	0.000440689088944943	157	19	0.0412587851662658	0.503268321234713
T75	E1	CRC	-0.00292540239223824	0.00146378384168679	157	42	0.0474918132283328	0.503268321234713
T77	E1	CRC	-0.00521297845315564	0.002557299457496	157	46	0.0432832307782646	0.503268321234713
T79	X2	X2	4.61295141715178e-05	2.23939073385282e-05	157	33	0.0411584847919391	0.503268321234713
T89	X2	X2	-0.000351969027524929	0.000172807506968987	157	78	0.0434556904801942	0.503268321234713
T102	X1	male	0.0117433438558692	0.00582372535273079	157	67	0.0455601534481475	0.503268321234713
T103	X2	X2	0.000111218479480162	5.57233472509724e-05	157	57	0.0477791622382135	0.503268321234713
T106	E1	CRC	-0.00142417137186383	0.000702014809898505	157	15	0.0442828296481078	0.503268321234713
T107	X1	male	0.0288079557342106	0.0143052677312772	157	123	0.0458427658323524	0.503268321234713
T114	E1	CRC	0.0278756902675388	0.0134670900097191	157	112	0.0401987032173641	0.503268321234713
T127	X3	X3	-0.00192871424250934	0.000939589186456208	157	142	0.0418610222184057	0.503268321234713
T144	E1	CRC	-0.0144134619178805	0.00699184160549382	157	36	0.041007937892287	0.503268321234713
T153	E1	CRC	0.00512809584002802	0.00253176977616976	157	85	0.0446134430816393	0.503268321234713
T170	X2	X2	0.00030311802121334	0.000147157100118108	157	120	0.0411669791072409	0.503268321234713
T189	E1	CRC	0.00486375737464427	0.00243604771143114	157	121	0.0477051349760404	0.503268321234713
T218	X3	X3	0.00036408076107547	0.000176273672303552	157	44	0.0406266374362209	0.503268321234713
T267	X3	X3	9.7933082544784e-05	4.89436642191788e-05	157	10	0.0472279738106987	0.503268321234713
T273	E1	CRC	0.00153697653664833	0.000753059307862968	157	18	0.0430301190899467	0.503268321234713
T299	X2	X2	3.99359259039707e-05	1.95925725426846e-05	157	4	0.0432984602948889	0.503268321234713
T303	X1	male	0.000526454528613047	0.000260992172599167	157	4	0.0454902233673917	0.503268321234713
T344	X3	X3	0.000237985640450164	0.000114503417568673	157	21	0.0393975924496526	0.503268321234713
T370	E1	CRC	0.00180876156183947	0.000883167602462322	157	13	0.0423238033845038	0.503268321234713
T426	X3	X3	-0.000552482823626246	0.000273400833942417	157	3	0.0451059237979938	0.503268321234713
T428	E1	CRC	0.0121303703879981	0.00599848083644681	157	6	0.0449529737449228	0.503268321234713
T439	X2	X2	-3.06517290413426e-05	1.51609065377318e-05	157	3	0.0450031238202038	0.503268321234713
T448	E1	CRC	-0.00128932928863894	0.000642407707200857	157	6	0.0465677331885856	0.503268321234713
T452	X3	X3	0.000147636659897501	7.24261496877231e-05	157	5	0.0432858583683488	0.503268321234713
T475	X3	X3	-1.88444913665008e-05	9.20004174416568e-06	157	2	0.0422973808756027	0.503268321234713
T481	E1	CRC	-0.000347587517944871	0.000174158084238776	157	2	0.0477888910185323	0.503268321234713
T482	X1	male	0.000890800092991978	0.000432289603969569	157	8	0.0410865667233205	0.503268321234713
T212	X3	X3	0.000145703379407968	7.31617651321328e-05	157	44	0.0482636343075355	0.505412440164305
T21	E1	CRC	-0.0182128617392467	0.00916933839010598	157	155	0.0488491198906747	0.505859774867876
T344	X2	X2	7.22964445829295e-05	3.63878429833189e-05	157	21	0.0487873399698293	0.505859774867876
T300	E1	CRC	-0.0024824527690503	0.00125210126677724	157	19	0.0492600414792014	0.507296780758185
T148	X1	male	0.0119130506955752	0.00602477086306524	157	52	0.0498602609056437	0.510656738066593
T125	X1	male	0.00865701671579087	0.00440066602604602	157	51	0.0510292437684	0.514154110185392
T209	X2	X2	-3.65945082252063e-05	1.85863428567127e-05	157	42	0.050833225546514	0.514154110185392
T283	X1	male	0.00990429182704512	0.00502478214320043	157	43	0.0505788651679019	0.514154110185392
T59	E1	CRC	0.0299949587140357	0.0153532187480059	157	146	0.0526272319846782	0.520816605475336
T186	E1	CRC	0.01077309128058	0.00551630110055905	157	51	0.0527113808102544	0.520816605475336
T347	E1	CRC	-0.00411956153730813	0.00211027130759935	157	10	0.0528081214779177	0.520816605475336
T426	E1	CRC	0.00448309235463489	0.00229062434232171	157	3	0.0522116358517292	0.520816605475336
T193	X2	X2	7.02221323470039e-05	3.6160914943526e-05	157	22	0.054044209778349	0.53020214224654
T12	X3	X3	0.00160373652035585	0.000828860538186853	157	129	0.0549135570875796	0.533119116725252
T92	E1	CRC	-0.00142677541244841	0.000736701863733225	157	34	0.054686321596236	0.533119116725252
T209	E1	CRC	-0.000945927173033528	0.000490015838886929	157	42	0.0554693151938996	0.535724370577352
T271	X3	X3	-0.000107440248360179	5.57720879460356e-05	157	8	0.0559690266235482	0.537764255805639
T303	E1	CRC	-0.000522472331251977	0.000271579347943468	157	4	0.0562954090194654	0.538126371345044
T276	E1	CRC	-0.000671594767897396	0.00034951062065895	157	3	0.056587016619297	0.538154076420253
T46	X1	male	-0.00820603879040539	0.00428281645741192	157	136	0.0572881939443606	0.53931915915297
T134	E1	CRC	0.00664332691426195	0.00346336194342442	157	134	0.0570147089077629	0.53931915915297
T88	E1	CRC	-0.00157090095702263	0.000822857310193273	157	59	0.0581870814406569	0.539605571171067
